,director_name,actor_1,actor_2,actor_3,genres,gross
5903,741,682,1018,104,Sci-Fi,23222861.0
5904,282,150,384,1325,Comedy,54540525.0
5905,282,150,384,1325,Romance,54540525.0
5906,742,59,1133,1326,Drama,16252765.0
5907,742,59,1133,1326,Mystery,16252765.0
5908,742,59,1133,1326,Romance,16252765.0
5909,742,59,1133,1326,Thriller,16252765.0
5910,433,683,1134,1327,Crime,16005978.0
5911,433,683,1134,1327,Mystery,16005978.0
5912,433,683,1134,1327,Thriller,16005978.0
5913,361,684,380,1328,Comedy,14469428.0
5914,361,684,380,1328,Romance,14469428.0
5915,743,685,291,1329,Action,13829734.0
5916,743,685,291,1329,Fantasy,13829734.0
5917,743,685,291,1329,Romance,13829734.0
5918,743,685,291,1329,Sci-Fi,13829734.0
5919,744,686,402,1149,Crime,1075288.0
5920,744,686,402,1149,Drama,1075288.0
5921,744,686,402,1149,Thriller,1075288.0
5922,665,687,839,745,Comedy,7496522.0
5923,665,687,839,745,Crime,7496522.0
5924,665,687,839,745,Mystery,7496522.0
5925,665,687,839,745,Romance,7496522.0
5926,745,688,1135,1330,Adventure,20047715.0
5927,745,688,1135,1330,Family,20047715.0
5928,219,31,1136,162,Action,12276810.0
5929,219,31,1136,162,Mystery,12276810.0
5930,219,31,1136,162,Sci-Fi,12276810.0
5931,219,31,1136,162,Thriller,12276810.0
5932,746,574,377,1331,Drama,33565375.0
5933,746,574,377,1331,Mystery,33565375.0
5934,746,574,377,1331,Romance,33565375.0
5935,746,574,377,1331,Thriller,33565375.0
5936,278,689,1137,1332,Drama,499263.0
5937,121,83,1138,1333,Comedy,219200000.0
5938,121,83,1138,1333,Drama,219200000.0
5939,121,83,1138,1333,Family,219200000.0
5940,121,83,1138,1333,Romance,219200000.0
5941,266,55,664,1334,Drama,172825435.0
5942,315,284,1139,1335,Drama,148085755.0
5943,75,108,167,530,Biography,25517500.0
5944,75,108,167,530,Drama,25517500.0
5945,75,108,167,530,History,25517500.0
5946,417,21,1073,621,Action,145000989.0
5947,417,21,1073,621,Thriller,145000989.0
5948,747,690,1140,1336,Drama,26761283.0
5949,747,690,1140,1336,Romance,26761283.0
5950,202,419,402,1337,Action,121945720.0
5951,202,419,402,1337,Drama,121945720.0
5952,202,419,402,1337,Music,121945720.0
5953,202,419,402,1337,Romance,121945720.0
5954,37,21,1141,1338,Biography,96067179.0
5955,37,21,1141,1338,Drama,96067179.0
5956,37,21,1141,1338,History,96067179.0
5957,685,15,37,1339,Drama,169705587.0
5958,108,37,1142,1340,Biography,3254172.0
5959,108,37,1142,1340,Drama,3254172.0
5960,108,37,1142,1340,Thriller,3254172.0
5961,148,211,312,1008,Adventure,84185387.0
5962,148,211,312,1008,Comedy,84185387.0
5963,148,211,312,1008,Family,84185387.0
5964,148,211,312,1008,Fantasy,84185387.0
5965,148,211,312,1008,Horror,84185387.0
5966,148,211,312,1008,Mystery,84185387.0
5967,621,691,1143,1341,Action,82163317.0
5968,621,691,1143,1341,Horror,82163317.0
5969,621,691,1143,1341,Thriller,82163317.0
5970,489,175,1144,1155,Action,80920948.0
5971,489,175,1144,1155,Adventure,80920948.0
5972,489,175,1144,1155,Animation,80920948.0
5973,489,175,1144,1155,Comedy,80920948.0
5974,489,175,1144,1155,Family,80920948.0
5975,489,175,1144,1155,Sci-Fi,80920948.0
5976,56,692,1145,1342,Action,80034302.0
5977,56,692,1145,1342,Adventure,80034302.0
5978,56,692,1145,1342,Horror,80034302.0
5979,56,692,1145,1342,Sci-Fi,80034302.0
5980,748,693,1146,1343,Action,78656813.0
5981,748,693,1146,1343,Adventure,78656813.0
5982,748,693,1146,1343,Comedy,78656813.0
5983,748,693,1146,1343,Family,78656813.0
5984,748,693,1146,1343,Sci-Fi,78656813.0
5985,201,150,1147,1344,Crime,76270454.0
5986,201,150,1147,1344,Drama,76270454.0
5987,201,150,1147,1344,Thriller,76270454.0
5988,586,43,256,1345,Crime,74273505.0
5989,586,43,256,1345,Drama,74273505.0
5990,586,43,256,1345,Thriller,74273505.0
5991,130,694,1148,1346,Action,134141530.0
5992,130,694,1148,1346,Comedy,134141530.0
5993,130,694,1148,1346,Crime,134141530.0
5994,130,694,1148,1346,Romance,134141530.0
5995,749,279,651,1347,Comedy,71500556.0
5996,749,279,651,1347,Drama,71500556.0
5997,749,279,651,1347,Romance,71500556.0
5998,617,695,1149,1348,Drama,71309760.0
5999,617,695,1149,1348,Romance,71309760.0
6000,750,696,292,1349,Comedy,89808372.0
6001,432,697,1150,125,Comedy,77264926.0
6002,432,697,1150,125,Family,77264926.0
6003,236,126,1151,1069,Comedy,70625986.0
6004,236,126,1151,1069,Romance,70625986.0
6005,500,262,1152,1350,Action,56505065.0
6006,500,262,1152,1350,Biography,56505065.0
6007,500,262,1152,1350,Drama,56505065.0
6008,500,262,1152,1350,History,56505065.0
6009,500,262,1152,1350,Romance,56505065.0
6010,500,262,1152,1350,Western,56505065.0
6011,290,53,57,1351,Action,55973336.0
6012,290,53,57,1351,Crime,55973336.0
6013,290,53,57,1351,Thriller,55973336.0
6014,469,698,1153,828,Horror,54098051.0
6015,593,699,1154,1352,Drama,60443237.0
6016,593,699,1154,1352,Romance,60443237.0
6017,751,154,246,1324,Adventure,82234139.0
6018,751,154,246,1324,Drama,82234139.0
6019,751,154,246,1324,Family,82234139.0
6020,751,154,246,1324,Fantasy,82234139.0
6021,11,1,22,1353,Biography,51676606.0
6022,11,1,22,1353,Drama,51676606.0
6023,11,1,22,1353,Family,51676606.0
6024,752,600,1148,1354,Comedy,52528330.0
6025,752,600,1148,1354,Drama,52528330.0
6026,753,21,211,1355,Action,51533608.0
6027,753,21,211,1355,Adventure,51533608.0
6028,753,21,211,1355,Drama,51533608.0
6029,753,21,211,1355,Thriller,51533608.0
6030,754,150,578,1133,Drama,51097664.0
6031,754,150,578,1133,Horror,51097664.0
6032,754,150,578,1133,Mystery,51097664.0
6033,754,150,578,1133,Thriller,51097664.0
6034,160,700,220,68,Comedy,84136909.0
6035,47,150,402,1232,Biography,46836394.0
6036,47,150,402,1232,Crime,46836394.0
6037,47,150,402,1232,Drama,46836394.0
6038,373,682,1018,1356,Action,47285499.0
6039,373,682,1018,1356,Adventure,47285499.0
6040,373,682,1018,1356,Comedy,47285499.0
6041,373,682,1018,1356,Crime,47285499.0
6042,373,682,1018,1356,Family,47285499.0
6043,373,682,1018,1356,Romance,47285499.0
6044,373,682,1018,1356,Thriller,47285499.0
6045,585,279,719,1357,Comedy,47124400.0
6046,585,279,719,1357,Family,47124400.0
6047,585,279,719,1357,Fantasy,47124400.0
6048,201,201,1155,492,Crime,44700000.0
6049,201,201,1155,492,Drama,44700000.0
6050,419,344,842,1358,Action,44455658.0
6051,419,344,842,1358,Adventure,44455658.0
6052,419,344,842,1358,Comedy,44455658.0
6053,419,344,842,1358,Crime,44455658.0
6054,755,146,653,497,Biography,43984230.0
6055,755,146,653,497,Drama,43984230.0
6056,755,146,653,497,History,43984230.0
6057,326,5,1156,155,Action,66489425.0
6058,326,5,1156,155,Crime,66489425.0
6059,326,5,1156,155,Drama,66489425.0
6060,326,5,1156,155,Thriller,66489425.0
6061,24,701,1157,766,Action,41067398.0
6062,24,701,1157,766,Comedy,41067398.0
6063,24,701,1157,766,Crime,41067398.0
6064,24,701,1157,766,Thriller,41067398.0
6065,582,702,1158,1359,Drama,40218903.0
6066,756,110,1159,306,Adventure,39880476.0
6067,756,110,1159,306,Animation,39880476.0
6068,756,110,1159,306,Comedy,39880476.0
6069,756,110,1159,306,Family,39880476.0
6070,756,110,1159,306,Fantasy,39880476.0
6071,757,605,1083,1360,Adventure,39399750.0
6072,757,605,1083,1360,Animation,39399750.0
6073,757,605,1083,1360,Comedy,39399750.0
6074,757,605,1083,1360,Family,39399750.0
6075,757,605,1083,1360,Fantasy,39399750.0
6076,757,605,1083,1360,Musical,39399750.0
6077,560,703,1160,232,Action,38230435.0
6078,560,703,1160,232,Comedy,38230435.0
6079,528,692,80,1361,Comedy,39008741.0
6080,528,692,80,1361,Drama,39008741.0
6081,528,692,80,1361,Family,39008741.0
6082,528,692,80,1361,Romance,39008741.0
6083,758,53,400,1362,Action,36833473.0
6084,758,53,400,1362,Crime,36833473.0
6085,758,53,400,1362,Drama,36833473.0
6086,758,53,400,1362,Thriller,36833473.0
6087,759,15,1161,1165,Comedy,48237389.0
6088,759,15,1161,1165,Romance,48237389.0
6089,760,110,1162,1363,Comedy,36310118.0
6090,306,62,1163,1364,Biography,36447959.0
6091,306,62,1163,1364,Drama,36447959.0
6092,306,62,1163,1364,Sport,36447959.0
6093,116,29,582,1365,Drama,45089048.0
6094,116,29,582,1365,Romance,45089048.0
6095,116,29,582,1365,Sci-Fi,45089048.0
6096,556,279,1164,1366,Comedy,35990505.0
6097,556,279,1164,1366,Drama,35990505.0
6098,556,279,1164,1366,Family,35990505.0
6099,556,279,1164,1366,Romance,35990505.0
6100,761,704,1165,1367,Horror,35143332.0
6101,762,497,118,1368,Comedy,35000629.0
6102,762,497,118,1368,Romance,35000629.0
6103,290,53,1166,1369,Action,34604054.0
6104,290,53,1166,1369,Crime,34604054.0
6105,290,53,1166,1369,Drama,34604054.0
6106,290,53,1166,1369,Thriller,34604054.0
6107,545,200,286,700,Drama,41597830.0
6108,545,200,286,700,Romance,41597830.0
6109,432,49,1167,1370,Comedy,33687630.0
6110,432,49,1167,1370,Romance,33687630.0
6111,763,705,1168,1371,Comedy,32553210.0
6112,763,705,1168,1371,Family,32553210.0
6113,764,706,1169,1372,Action,31526393.0
6114,764,706,1169,1372,Adventure,31526393.0
6115,764,706,1169,1372,Horror,31526393.0
6116,764,706,1169,1372,Thriller,31526393.0
6117,765,352,337,591,Crime,41229.0
6118,765,352,337,591,Drama,41229.0
6119,765,352,337,591,Thriller,41229.0
6120,766,83,1170,542,Drama,31655091.0
6121,766,83,1170,542,Music,31655091.0
6122,401,707,1171,1373,Biography,30012990.0
6123,401,707,1171,1373,Drama,30012990.0
6124,401,707,1171,1373,History,30012990.0
6125,621,708,1172,1374,Comedy,32368960.0
6126,621,708,1172,1374,Fantasy,32368960.0
6127,621,708,1172,1374,Horror,32368960.0
6128,621,708,1172,1374,Romance,32368960.0
6129,767,709,1173,1375,Action,14500000.0
6130,767,709,1173,1375,Drama,14500000.0
6131,767,709,1173,1375,History,14500000.0
6132,767,709,1173,1375,War,14500000.0
6133,768,236,1174,1376,Comedy,29247405.0
6134,768,236,1174,1376,Family,29247405.0
6135,768,236,1174,1376,Music,29247405.0
6136,460,710,1175,1377,Comedy,30538669.0
6137,769,64,1176,353,Action,25615792.0
6138,769,64,1176,353,Comedy,25615792.0
6139,769,64,1176,353,Music,25615792.0
6140,280,125,497,188,Crime,28341469.0
6141,280,125,497,188,Drama,28341469.0
6142,497,711,1177,1378,Adventure,25590119.0
6143,497,711,1177,1378,Comedy,25590119.0
6144,497,711,1177,1378,Crime,25590119.0
6145,296,184,914,1379,Comedy,24944213.0
6146,296,184,914,1379,Sport,24944213.0
6147,189,598,1178,1380,Crime,33631221.0
6148,189,598,1178,1380,Drama,33631221.0
6149,189,598,1178,1380,Thriller,33631221.0
6150,770,37,582,859,Drama,37738400.0
6151,771,712,1179,1381,Comedy,24381334.0
6152,771,712,1179,1381,Drama,24381334.0
6153,771,712,1179,1381,Family,24381334.0
6154,771,712,1179,1381,Sport,24381334.0
6155,772,713,1180,1382,Comedy,21835784.0
6156,772,713,1180,1382,Drama,21835784.0
6157,772,713,1180,1382,Romance,21835784.0
6158,773,24,1181,1383,Biography,15785632.0
6159,773,24,1181,1383,Comedy,15785632.0
6160,773,24,1181,1383,Drama,15785632.0
6161,773,24,1181,1383,Sport,15785632.0
6162,424,148,1182,1384,Drama,21554585.0
6163,424,148,1182,1384,Sport,21554585.0
6164,774,1,10,1385,Comedy,22200000.0
6165,774,1,10,1385,Drama,22200000.0
6166,774,1,10,1385,Romance,22200000.0
6167,617,49,736,1386,Drama,80014842.0
6168,617,49,736,1386,Romance,80014842.0
6169,617,49,736,1386,War,80014842.0
6170,775,101,1183,1387,Action,23527955.0
6171,775,101,1183,1387,Crime,23527955.0
6172,775,101,1183,1387,Drama,23527955.0
6173,775,101,1183,1387,Mystery,23527955.0
6174,775,101,1183,1387,Thriller,23527955.0
6175,776,697,538,1326,Fantasy,24042490.0
6176,776,697,538,1326,Horror,24042490.0
6177,776,697,538,1326,Thriller,24042490.0
6178,777,34,680,1160,Action,22466994.0
6179,777,34,680,1160,Crime,22466994.0
6180,777,34,680,1160,Thriller,22466994.0
6181,582,188,1184,1388,Comedy,17791031.0
6182,582,188,1184,1388,Drama,17791031.0
6183,582,188,1184,1388,Romance,17791031.0
6184,582,188,1184,1388,Thriller,17791031.0
6185,778,105,1185,1389,Comedy,17718223.0
6186,779,714,1186,1390,Action,15361537.0
6187,779,714,1186,1390,Crime,15361537.0
6188,779,714,1186,1390,Thriller,15361537.0
6189,96,715,903,33,Adventure,16647384.0
6190,96,715,903,33,Comedy,16647384.0
6191,96,715,903,33,Family,16647384.0
6192,96,715,903,33,Romance,16647384.0
6193,780,716,1187,1391,Drama,16118077.0
6194,781,252,1188,1392,Adventure,15091542.0
6195,781,252,1188,1392,Family,15091542.0
6196,781,252,1188,1392,Fantasy,15091542.0
6197,781,252,1188,1392,Musical,15091542.0
6198,782,717,1189,1393,Drama,15331289.0
6199,782,717,1189,1393,History,15331289.0
6200,782,717,1189,1393,Sport,15331289.0
6201,783,263,1190,146,Drama,15045676.0
6202,783,263,1190,146,Fantasy,15045676.0
6203,783,263,1190,146,Mystery,15045676.0
6204,783,263,1190,146,Thriller,15045676.0
6205,784,718,1191,1394,Horror,17427926.0
6206,785,719,1192,1395,Comedy,14983572.0
6207,785,719,1192,1395,Drama,14983572.0
6208,785,719,1192,1395,Romance,14983572.0
6209,529,720,1193,1396,Horror,14637490.0
6210,529,720,1193,1396,Mystery,14637490.0
6211,529,720,1193,1396,Thriller,14637490.0
6212,604,721,1194,1397,Comedy,14589444.0
6213,604,721,1194,1397,Drama,14589444.0
6214,604,721,1194,1397,Romance,14589444.0
6215,786,544,1195,1398,Action,14095303.0
6216,786,544,1195,1398,Crime,14095303.0
6217,786,544,1195,1398,Mystery,14095303.0
6218,786,544,1195,1398,Romance,14095303.0
6219,786,544,1195,1398,Thriller,14095303.0
6220,787,722,1196,667,Comedy,13973532.0
6221,787,722,1196,667,Crime,13973532.0
6222,425,3,1197,1399,Biography,1865774.0
6223,425,3,1197,1399,Crime,1865774.0
6224,425,3,1197,1399,Drama,1865774.0
6225,425,3,1197,1399,History,1865774.0
6226,425,3,1197,1399,Thriller,1865774.0
6227,397,723,1198,1400,Comedy,13920741.0
6228,487,724,0,1401,Horror,18860403.0
6229,487,724,0,1401,Thriller,18860403.0
6230,394,642,1199,1402,Drama,13038660.0
6231,236,77,385,1403,Drama,28831145.0
6232,236,77,385,1403,Sport,28831145.0
6233,340,48,196,157,Crime,11538204.0
6234,340,48,196,157,Drama,11538204.0
6235,340,48,196,157,History,11538204.0
6236,516,134,293,1404,Biography,11008432.0
6237,516,134,293,1404,Drama,11008432.0
6238,516,134,293,1404,Sport,11008432.0
6239,788,725,1200,1405,Biography,12188642.0
6240,788,725,1200,1405,Drama,12188642.0
6241,788,725,1200,1405,History,12188642.0
6242,456,726,1201,1406,Action,11100000.0
6243,456,726,1201,1406,Adventure,11100000.0
6244,456,726,1201,1406,Comedy,11100000.0
6245,456,726,1201,1406,Fantasy,11100000.0
6246,698,3,211,47,Drama,13651662.0
6247,698,3,211,47,Sport,13651662.0
6248,422,8,98,859,Biography,11030963.0
6249,422,8,98,859,Drama,11030963.0
6250,422,8,98,859,Thriller,11030963.0
6251,422,8,98,859,War,11030963.0
6252,403,727,1202,1407,Drama,10769960.0
6253,403,727,1202,1407,History,10769960.0
6254,403,727,1202,1407,War,10769960.0
6255,678,57,1203,1408,Drama,10911750.0
6256,678,57,1203,1408,War,10911750.0
6257,439,40,246,361,Drama,10719367.0
6258,439,40,246,361,Music,10719367.0
6259,439,40,246,361,Mystery,10719367.0
6260,439,40,246,361,Romance,10719367.0
6261,439,40,246,361,Thriller,10719367.0
6262,789,728,1204,1409,Drama,10114315.0
6263,789,728,1204,1409,Mystery,10114315.0
6264,789,728,1204,1409,Thriller,10114315.0
6265,790,729,1205,1410,Horror,49122319.0
6266,790,729,1205,1410,Thriller,49122319.0
6267,791,226,1206,1411,Comedy,10070000.0
6268,791,226,1206,1411,Drama,10070000.0
6269,791,226,1206,1411,Romance,10070000.0
6270,370,730,1207,1412,Action,10324441.0
6271,370,730,1207,1412,Drama,10324441.0
6272,370,730,1207,1412,Thriller,10324441.0
6273,617,607,1208,1250,Comedy,7156933.0
6274,617,607,1208,1250,Drama,7156933.0
6275,792,731,1209,1413,Action,9286314.0
6276,792,731,1209,1413,Crime,9286314.0
6277,792,731,1209,1413,Drama,9286314.0
6278,792,731,1209,1413,Thriller,9286314.0
6279,793,389,96,237,Adventure,56692.0
6280,793,389,96,237,Drama,56692.0
6281,794,732,798,1414,Action,5654777.0
6282,794,732,798,1414,Comedy,5654777.0
6283,794,732,798,1414,Crime,5654777.0
6284,794,732,798,1414,Drama,5654777.0
6285,794,732,798,1414,Thriller,5654777.0
6286,653,633,438,1415,Comedy,5516708.0
6287,653,633,438,1415,Romance,5516708.0
6288,140,79,1210,1416,Biography,5128124.0
6289,140,79,1210,1416,Drama,5128124.0
6290,140,79,1210,1416,Sport,5128124.0
6291,487,586,902,1129,Action,34014398.0
6292,487,586,902,1129,Adventure,34014398.0
6293,487,586,902,1129,Crime,34014398.0
6294,487,586,902,1129,Drama,34014398.0
6295,487,586,902,1129,Thriller,34014398.0
6296,795,18,781,1417,Action,4064333.0
6297,795,18,781,1417,Comedy,4064333.0
6298,795,18,781,1417,Sci-Fi,4064333.0
6299,796,733,1211,922,Comedy,4006906.0
6300,796,733,1211,922,Crime,4006906.0
6301,746,734,1212,1418,Drama,3073392.0
6302,746,734,1212,1418,Mystery,3073392.0
6303,746,734,1212,1418,Sci-Fi,3073392.0
6304,746,734,1212,1418,Thriller,3073392.0
6305,377,677,1188,1419,Action,1550000.0
6306,377,677,1188,1419,Adventure,1550000.0
6307,377,677,1188,1419,Fantasy,1550000.0
6308,377,677,1188,1419,Horror,1550000.0
6309,797,279,425,1129,Crime,871527.0
6310,797,279,425,1129,Drama,871527.0
6311,797,279,425,1129,Mystery,871527.0
6312,797,279,425,1129,Thriller,871527.0
6313,12,735,1213,1420,Fantasy,12495865.0
6314,798,312,334,591,Biography,777423.0
6315,798,312,334,591,Drama,777423.0
6316,798,312,334,591,Sport,777423.0
6317,736,736,1214,1421,Drama,1186957.0
6318,799,428,1215,1422,Crime,85433.0
6319,799,428,1215,1422,Drama,85433.0
6320,799,428,1215,1422,Mystery,85433.0
6321,799,428,1215,1422,Romance,85433.0
6322,800,73,724,1423,Crime,1697956.0
6323,800,73,724,1423,Drama,1697956.0
6324,765,737,1216,1424,Comedy,183662.0
6325,765,737,1216,1424,Drama,183662.0
6326,321,738,860,1425,Comedy,134904.0
6327,321,738,860,1425,Drama,134904.0
6328,321,738,860,1425,Romance,134904.0
6329,321,738,860,1425,Sport,134904.0
6330,17,120,39,557,Crime,16969390.0
6331,17,120,39,557,Drama,16969390.0
6332,17,120,39,557,Thriller,16969390.0
6333,801,739,740,1426,Action,129115.0
6334,801,739,740,1426,Drama,129115.0
6335,476,61,1142,1391,Drama,34700000.0
6336,476,61,1142,1391,Romance,34700000.0
6337,374,213,355,5,Adventure,717753.0
6338,374,213,355,5,Drama,717753.0
6339,802,186,908,1055,Adventure,109713132.0
6340,802,186,908,1055,Comedy,109713132.0
6341,802,186,908,1055,Sci-Fi,109713132.0
6342,224,223,822,366,Drama,70269171.0
6343,224,223,822,366,Sport,70269171.0
6344,175,159,109,148,Action,28772222.0
6345,175,159,109,148,Crime,28772222.0
6346,175,159,109,148,Sport,28772222.0
6347,175,159,109,148,Thriller,28772222.0
6348,529,503,99,1427,Horror,101334374.0
6349,529,503,99,1427,Mystery,101334374.0
6350,698,126,502,1428,Action,1512815.0
6351,698,126,502,1428,Drama,1512815.0
6352,698,126,502,1428,Western,1512815.0
6353,130,322,1217,705,Comedy,65182182.0
6354,130,322,1217,705,Romance,65182182.0
6355,573,96,1053,1236,Comedy,57262492.0
6356,573,96,1053,1236,Crime,57262492.0
6357,803,716,658,1429,Drama,80000000.0
6358,803,716,658,1429,Music,80000000.0
6359,803,716,658,1429,Romance,80000000.0
6360,225,158,1218,902,Comedy,74608545.0
6361,245,29,1219,1430,Comedy,41895491.0
6362,245,29,1219,1430,Drama,41895491.0
6363,245,29,1219,1430,Fantasy,41895491.0
6364,635,398,849,559,Horror,39989008.0
6365,635,398,849,559,Mystery,39989008.0
6366,804,740,1031,732,Comedy,32662299.0
6367,804,740,1031,732,Drama,32662299.0
6368,804,740,1031,732,Romance,32662299.0
6369,588,741,1220,1431,Comedy,31452765.0
6370,588,741,1220,1431,Romance,31452765.0
6371,805,125,1221,1432,Comedy,25167270.0
6372,805,125,1221,1432,Crime,25167270.0
6373,805,125,1221,1432,Drama,25167270.0
6374,806,10,59,157,Comedy,32416109.0
6375,806,10,59,157,War,32416109.0
6376,807,682,1160,499,Action,20218.0
6377,807,682,1160,499,Comedy,20218.0
6378,807,682,1160,499,Crime,20218.0
6379,807,682,1160,499,Thriller,20218.0
6380,136,59,1102,364,Biography,28871190.0
6381,136,59,1102,364,Drama,28871190.0
6382,264,474,630,454,Comedy,16964743.0
6383,264,474,630,454,Romance,16964743.0
6384,333,609,1155,1433,Adventure,16290976.0
6385,333,609,1155,1433,Comedy,16290976.0
6386,333,609,1155,1433,Family,16290976.0
6387,333,609,1155,1433,Fantasy,16290976.0
6388,333,609,1155,1433,Music,16290976.0
6389,333,609,1155,1433,Sci-Fi,16290976.0
6390,808,742,1222,1434,Adventure,13000000.0
6391,808,742,1222,1434,Family,13000000.0
6392,808,742,1222,1434,Fantasy,13000000.0
6393,808,742,1222,1434,Music,13000000.0
6394,808,742,1222,1434,Musical,13000000.0
6395,344,47,1223,1435,Comedy,12372410.0
6396,344,47,1223,1435,Sport,12372410.0
6397,271,743,1224,1436,Comedy,8427204.0
6398,271,743,1224,1436,Drama,8427204.0
6399,271,743,1224,1436,Sport,8427204.0
6400,809,461,1225,1437,Comedy,9639242.0
6401,809,461,1225,1437,Romance,9639242.0
6402,607,183,1226,1437,Comedy,25003072.0
6403,607,183,1226,1437,Horror,25003072.0
6404,810,10,691,1203,Biography,6144806.0
6405,810,10,691,1203,Drama,6144806.0
6406,810,10,691,1203,Music,6144806.0
6407,810,10,691,1203,Musical,6144806.0
6408,709,71,81,1438,Comedy,4308981.0
6409,709,71,81,1438,Family,4308981.0
6410,811,744,1227,1439,Action,669276.0
6411,811,744,1227,1439,Adventure,669276.0
6412,811,744,1227,1439,Animation,669276.0
6413,811,744,1227,1439,Comedy,669276.0
6414,811,744,1227,1439,Fantasy,669276.0
6415,812,150,1155,1440,Drama,42880.0
6416,812,150,1155,1440,Romance,42880.0
6417,627,132,1228,774,Action,23225911.0
6418,627,132,1228,774,Crime,23225911.0
6419,627,132,1228,774,Drama,23225911.0
6420,627,132,1228,774,Thriller,23225911.0
6421,626,33,219,149,Adventure,4710455.0
6422,626,33,219,149,Animation,4710455.0
6423,626,33,219,149,Family,4710455.0
6424,626,33,219,149,Fantasy,4710455.0
6425,358,15,69,1441,Adventure,75590286.0
6426,358,15,69,1441,Comedy,75590286.0
6427,358,15,69,1441,Horror,75590286.0
6428,358,15,69,1441,Sci-Fi,75590286.0
6429,15,18,21,21,Action,218051260.0
6430,15,18,21,21,Adventure,218051260.0
6431,15,18,21,21,Drama,218051260.0
6432,15,18,21,21,Romance,218051260.0
6433,152,188,431,1442,Comedy,161487252.0
6434,152,188,431,1442,Sport,161487252.0
6435,591,41,1229,1443,Action,290158751.0
6436,591,41,1229,1443,Adventure,290158751.0
6437,591,41,1229,1443,Fantasy,290158751.0
6438,591,41,1229,1443,Sci-Fi,290158751.0
6439,26,13,310,1444,Action,65807024.0
6440,26,13,310,1444,Comedy,65807024.0
6441,26,13,310,1444,Crime,65807024.0
6442,26,13,310,1444,Drama,65807024.0
6443,26,13,310,1444,Thriller,65807024.0
6444,479,598,1230,1445,Comedy,86930411.0
6445,479,598,1230,1445,Crime,86930411.0
6446,469,682,1231,1446,Horror,53302314.0
6447,469,682,1231,1446,Thriller,53302314.0
6448,288,329,86,196,Drama,40962534.0
6449,133,122,514,446,Horror,39235088.0
6450,133,122,514,446,Sci-Fi,39235088.0
6451,813,24,1232,1447,Comedy,27338033.0
6452,813,24,1232,1447,Romance,27338033.0
6453,167,58,1233,1448,Drama,25556065.0
6454,167,58,1233,1448,Romance,25556065.0
6455,167,58,1233,1448,Sci-Fi,25556065.0
6456,773,24,1181,1383,Biography,15785632.0
6457,773,24,1181,1383,Comedy,15785632.0
6458,773,24,1181,1383,Drama,15785632.0
6459,773,24,1181,1383,Sport,15785632.0
6460,378,71,1234,1449,Mystery,21973182.0
6461,378,71,1234,1449,Thriller,21973182.0
6462,814,165,1235,1450,Adventure,4756.0
6463,814,165,1235,1450,Family,4756.0
6464,814,165,1235,1450,Fantasy,4756.0
6465,390,126,1236,1423,Comedy,18653615.0
6466,390,126,1236,1423,Drama,18653615.0
6467,703,639,1063,1245,Comedy,12189514.0
6468,703,639,1063,1245,Romance,12189514.0
6469,815,745,1237,1451,Comedy,13019253.0
6470,815,745,1237,1451,Crime,13019253.0
6471,145,49,55,635,Action,18934858.0
6472,145,49,55,635,Thriller,18934858.0
6473,816,746,1238,1452,Adventure,20763013.0
6474,816,746,1238,1452,Horror,20763013.0
6475,816,746,1238,1452,Thriller,20763013.0
6476,817,19,437,1293,Drama,12782508.0
6477,818,747,1239,1453,Biography,11508423.0
6478,818,747,1239,1453,Comedy,11508423.0
6479,818,747,1239,1453,Drama,11508423.0
6480,818,747,1239,1453,Family,11508423.0
6481,818,747,1239,1453,Sport,11508423.0
6482,422,494,1240,1454,Drama,10660147.0
6483,422,494,1240,1454,Romance,10660147.0
6484,497,151,217,1455,Action,7434726.0
6485,497,151,217,1455,Crime,7434726.0
6486,497,151,217,1455,Drama,7434726.0
6487,497,151,217,1455,Thriller,7434726.0
6488,497,151,217,1455,Western,7434726.0
6489,690,174,96,1345,Crime,6777589.0
6490,690,174,96,1345,Drama,6777589.0
6491,690,174,96,1345,Mystery,6777589.0
6492,690,174,96,1345,Thriller,6777589.0
6493,819,748,1241,1456,Biography,6109075.0
6494,819,748,1241,1456,Drama,6109075.0
6495,476,749,1242,1457,Comedy,2708188.0
6496,476,749,1242,1457,Drama,2708188.0
6497,476,749,1242,1457,Romance,2708188.0
6498,820,750,1243,1458,Drama,16123851.0
6499,299,751,1244,1459,Fantasy,71975611.0
6500,299,751,1244,1459,Horror,71975611.0
6501,821,752,1245,1460,Adventure,38119483.0
6502,821,752,1245,1460,Comedy,38119483.0
6503,821,752,1245,1460,Sci-Fi,38119483.0
6504,822,753,228,1461,Drama,4190530.0
6505,822,753,228,1461,War,4190530.0
6506,267,119,129,1462,Drama,217631306.0
6507,267,119,129,1462,Fantasy,217631306.0
6508,267,119,129,1462,Romance,217631306.0
6509,267,119,129,1462,Thriller,217631306.0
6510,296,521,914,1379,Comedy,176483808.0
6511,296,521,914,1379,Romance,176483808.0
6512,357,282,1246,474,Comedy,144833357.0
6513,357,282,1246,474,Drama,144833357.0
6514,357,282,1246,474,Family,144833357.0
6515,357,282,1246,474,Fantasy,144833357.0
6516,192,176,469,1463,Drama,75597042.0
6517,192,176,469,1463,Family,75597042.0
6518,192,176,469,1463,Sport,75597042.0
6519,432,132,976,707,Comedy,90636983.0
6520,432,132,976,707,Family,90636983.0
