,director_name,actor_1_name,actor_2_name,actor_3_name,plot_keywords,gross
13909,Camille Delamarre,Ed Skrein,Noémie Lenoir,Radivoje Bukvic,driver,16027866.0
13910,Camille Delamarre,Ed Skrein,Noémie Lenoir,Radivoje Bukvic,private,16027866.0
13911,Camille Delamarre,Ed Skrein,Noémie Lenoir,Radivoje Bukvic,jet,16027866.0
13912,Laurence Dunmore,Johnny Depp,Jack Davenport,Richard Coyle,ambassador,4829497.0
13913,Laurence Dunmore,Johnny Depp,Jack Davenport,Richard Coyle,charles,4829497.0
13914,Laurence Dunmore,Johnny Depp,Jack Davenport,Richard Coyle,ii,4829497.0
13915,Laurence Dunmore,Johnny Depp,Jack Davenport,Richard Coyle,earl,4829497.0
13916,Laurence Dunmore,Johnny Depp,Jack Davenport,Richard Coyle,mistress,4829497.0
13917,Laurence Dunmore,Johnny Depp,Jack Davenport,Richard Coyle,poet,4829497.0
13918,Paul Verhoeven,Michiel Huisman,Sebastian Koch,Christian Berkel,boat,4398392.0
13919,Paul Verhoeven,Michiel Huisman,Sebastian Koch,Christian Berkel,escape,4398392.0
13920,Paul Verhoeven,Michiel Huisman,Sebastian Koch,Christian Berkel,hiding,4398392.0
13921,Paul Verhoeven,Michiel Huisman,Sebastian Koch,Christian Berkel,nazi,4398392.0
13922,Paul Verhoeven,Michiel Huisman,Sebastian Koch,Christian Berkel,resistance,4398392.0
13923,Christian Carion,Gary Lewis,Dany Boon,Ian Richardson,christmas,1050445.0
13924,Christian Carion,Gary Lewis,Dany Boon,Ian Richardson,no,1050445.0
13925,Christian Carion,Gary Lewis,Dany Boon,Ian Richardson,man's,1050445.0
13926,Christian Carion,Gary Lewis,Dany Boon,Ian Richardson,land,1050445.0
13927,Christian Carion,Gary Lewis,Dany Boon,Ian Richardson,soldier,1050445.0
13928,Christian Carion,Gary Lewis,Dany Boon,Ian Richardson,trench,1050445.0
13929,Christian Carion,Gary Lewis,Dany Boon,Ian Richardson,world,1050445.0
13930,Christian Carion,Gary Lewis,Dany Boon,Ian Richardson,war,1050445.0
13931,Christian Carion,Gary Lewis,Dany Boon,Ian Richardson,one,1050445.0
13932,David Palmer,Bradley Cooper,Tom Arnold,Beau Bridges,gay,13746550.0
13933,David Palmer,Bradley Cooper,Tom Arnold,Beau Bridges,cop,13746550.0
13934,David Palmer,Bradley Cooper,Tom Arnold,Beau Bridges,getaway,13746550.0
13935,David Palmer,Bradley Cooper,Tom Arnold,Beau Bridges,driver,13746550.0
13936,David Palmer,Bradley Cooper,Tom Arnold,Beau Bridges,masturbation,13746550.0
13937,David Palmer,Bradley Cooper,Tom Arnold,Beau Bridges,penis,13746550.0
13938,David Palmer,Bradley Cooper,Tom Arnold,Beau Bridges,witness,13746550.0
13939,David Palmer,Bradley Cooper,Tom Arnold,Beau Bridges,protection,13746550.0
13940,Callie Khouri,Stephen Root,Ted Danson,Roger Cross,bank,20668843.0
13941,Callie Khouri,Stephen Root,Ted Danson,Roger Cross,federal,20668843.0
13942,Callie Khouri,Stephen Root,Ted Danson,Roger Cross,reserve,20668843.0
13943,Callie Khouri,Stephen Root,Ted Danson,Roger Cross,money,20668843.0
13944,Callie Khouri,Stephen Root,Ted Danson,Roger Cross,security,20668843.0
13945,Callie Khouri,Stephen Root,Ted Danson,Roger Cross,guard,20668843.0
13946,Callie Khouri,Stephen Root,Ted Danson,Roger Cross,shredder,20668843.0
13947,Rowan Joffe,Colin Firth,Ben Crompton,Anne-Marie Duff,amnesia,2963012.0
13948,Rowan Joffe,Colin Firth,Ben Crompton,Anne-Marie Duff,female,2963012.0
13949,Rowan Joffe,Colin Firth,Ben Crompton,Anne-Marie Duff,nudity,2963012.0
13950,Rowan Joffe,Colin Firth,Ben Crompton,Anne-Marie Duff,infidelity,2963012.0
13951,Rowan Joffe,Colin Firth,Ben Crompton,Anne-Marie Duff,nudity,2963012.0
13952,Rowan Joffe,Colin Firth,Ben Crompton,Anne-Marie Duff,therapist,2963012.0
13953,John Curran,Robert De Niro,Milla Jovovich,Frances Conroy,arsonist,1796024.0
13954,John Curran,Robert De Niro,Milla Jovovich,Frances Conroy,blood,1796024.0
13955,John Curran,Robert De Niro,Milla Jovovich,Frances Conroy,splatter,1796024.0
13956,John Curran,Robert De Niro,Milla Jovovich,Frances Conroy,face,1796024.0
13957,John Curran,Robert De Niro,Milla Jovovich,Frances Conroy,deception,1796024.0
13958,John Curran,Robert De Niro,Milla Jovovich,Frances Conroy,parole,1796024.0
13959,John Curran,Robert De Niro,Milla Jovovich,Frances Conroy,officer,1796024.0
13960,Laurent Tirard,Romain Duris,Ludivine Sagnier,Fabrice Luchini,deathbed,634277.0
13961,Laurent Tirard,Romain Duris,Ludivine Sagnier,Fabrice Luchini,play,634277.0
13962,Laurent Tirard,Romain Duris,Ludivine Sagnier,Fabrice Luchini,playwright,634277.0
13963,Laurent Tirard,Romain Duris,Ludivine Sagnier,Fabrice Luchini,prison,634277.0
13964,Laurent Tirard,Romain Duris,Ludivine Sagnier,Fabrice Luchini,theater,634277.0
13965,Scott Cooper,Christian Bale,Sam Shepard,Dendrie Taylor,ambiguous,11326836.0
13966,Scott Cooper,Christian Bale,Sam Shepard,Dendrie Taylor,ending,11326836.0
13967,Scott Cooper,Christian Bale,Sam Shepard,Dendrie Taylor,brother,11326836.0
13968,Scott Cooper,Christian Bale,Sam Shepard,Dendrie Taylor,relationship,11326836.0
13969,Scott Cooper,Christian Bale,Sam Shepard,Dendrie Taylor,drug,11326836.0
13970,Scott Cooper,Christian Bale,Sam Shepard,Dendrie Taylor,dealer,11326836.0
13971,Scott Cooper,Christian Bale,Sam Shepard,Dendrie Taylor,fight,11326836.0
13972,Scott Cooper,Christian Bale,Sam Shepard,Dendrie Taylor,club,11326836.0
13973,Scott Cooper,Christian Bale,Sam Shepard,Dendrie Taylor,revenge,11326836.0
13974,Tony Gilroy,Tom Wilkinson,Denis O'Hare,Sydney Pollack,attorney,49024969.0
13975,Tony Gilroy,Tom Wilkinson,Denis O'Hare,Sydney Pollack,debt,49024969.0
13976,Tony Gilroy,Tom Wilkinson,Denis O'Hare,Sydney Pollack,fixer,49024969.0
13977,Tony Gilroy,Tom Wilkinson,Denis O'Hare,Sydney Pollack,law,49024969.0
13978,Tony Gilroy,Tom Wilkinson,Denis O'Hare,Sydney Pollack,firm,49024969.0
13979,Peter Segal,Wilford Brimley,Bradley Whitford,Sela Ward,gay,22294341.0
13980,Peter Segal,Wilford Brimley,Bradley Whitford,Sela Ward,pride,22294341.0
13981,Peter Segal,Wilford Brimley,Bradley Whitford,Sela Ward,highway,22294341.0
13982,Peter Segal,Wilford Brimley,Bradley Whitford,Sela Ward,travel,22294341.0
13983,Peter Segal,Wilford Brimley,Bradley Whitford,Sela Ward,president,22294341.0
13984,Peter Segal,Wilford Brimley,Bradley Whitford,Sela Ward,road,22294341.0
13985,Peter Segal,Wilford Brimley,Bradley Whitford,Sela Ward,movie,22294341.0
13986,Peter Segal,Wilford Brimley,Bradley Whitford,Sela Ward,u.s.,22294341.0
13987,Mark Pellington,Jeff Bridges,Spencer Treat Clark,Hope Davis,death,24362501.0
13988,Mark Pellington,Jeff Bridges,Spencer Treat Clark,Hope Davis,fbi,24362501.0
13989,Mark Pellington,Jeff Bridges,Spencer Treat Clark,Hope Davis,agent,24362501.0
13990,Mark Pellington,Jeff Bridges,Spencer Treat Clark,Hope Davis,neighbor,24362501.0
13991,Mark Pellington,Jeff Bridges,Spencer Treat Clark,Hope Davis,professor,24362501.0
13992,Woody Allen,Ornella Muti,Judy Davis,Alessandra Mastronardi,architect,16684352.0
13993,Woody Allen,Ornella Muti,Judy Davis,Alessandra Mastronardi,celebrity,16684352.0
13994,Woody Allen,Ornella Muti,Judy Davis,Alessandra Mastronardi,prostitute,16684352.0
13995,Woody Allen,Ornella Muti,Judy Davis,Alessandra Mastronardi,shower,16684352.0
13996,Woody Allen,Ornella Muti,Judy Davis,Alessandra Mastronardi,tourist,16684352.0
13997,Clint Eastwood,Clint Eastwood,Warren Clarke,Kenneth Colley,fighter,46700000.0
13998,Clint Eastwood,Clint Eastwood,Warren Clarke,Kenneth Colley,plane,46700000.0
13999,Clint Eastwood,Clint Eastwood,Warren Clarke,Kenneth Colley,jet,46700000.0
14000,Clint Eastwood,Clint Eastwood,Warren Clarke,Kenneth Colley,refueling,46700000.0
14001,Clint Eastwood,Clint Eastwood,Warren Clarke,Kenneth Colley,russia,46700000.0
14002,Clint Eastwood,Clint Eastwood,Warren Clarke,Kenneth Colley,soviet,46700000.0
14003,Clint Eastwood,Clint Eastwood,Warren Clarke,Kenneth Colley,union,46700000.0
14004,Trey Parker,Minnie Driver,Eric Idle,Trey Parker,boy,52008288.0
14005,Trey Parker,Minnie Driver,Eric Idle,Trey Parker,canada,52008288.0
14006,Trey Parker,Minnie Driver,Eric Idle,Trey Parker,hell,52008288.0
14007,Trey Parker,Minnie Driver,Eric Idle,Trey Parker,misunderstanding,52008288.0
14008,Trey Parker,Minnie Driver,Eric Idle,Trey Parker,refrence,52008288.0
14009,Trey Parker,Minnie Driver,Eric Idle,Trey Parker,liza,52008288.0
14010,Trey Parker,Minnie Driver,Eric Idle,Trey Parker,minnelli,52008288.0
14011,Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,end,8579684.0
14012,Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,credits,8579684.0
14013,Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,roll,8579684.0
14014,Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,call,8579684.0
14015,Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,four,8579684.0
14016,Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,word,8579684.0
14017,Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,title,8579684.0
14018,Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,funeral,8579684.0
14019,Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,secret,8579684.0
14020,Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,uncle,8579684.0
14021,Stuart Gillard,Paige Turco,John Aylward,Matt Hill,battle,42660000.0
14022,Stuart Gillard,Paige Turco,John Aylward,Matt Hill,japan,42660000.0
14023,Stuart Gillard,Paige Turco,John Aylward,Matt Hill,magic,42660000.0
14024,Stuart Gillard,Paige Turco,John Aylward,Matt Hill,samurai,42660000.0
14025,Stuart Gillard,Paige Turco,John Aylward,Matt Hill,turtle,42660000.0
14026,Brian Robbins,Keanu Reeves,D.B. Sweeney,DeWayne Warren,coach,40219708.0
14027,Brian Robbins,Keanu Reeves,D.B. Sweeney,DeWayne Warren,gambling,40219708.0
14028,Brian Robbins,Keanu Reeves,D.B. Sweeney,DeWayne Warren,housing,40219708.0
14029,Brian Robbins,Keanu Reeves,D.B. Sweeney,DeWayne Warren,project,40219708.0
14030,Brian Robbins,Keanu Reeves,D.B. Sweeney,DeWayne Warren,little,40219708.0
14031,Brian Robbins,Keanu Reeves,D.B. Sweeney,DeWayne Warren,league,40219708.0
14032,Brian Robbins,Keanu Reeves,D.B. Sweeney,DeWayne Warren,baseball,40219708.0
14033,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,adulterous,132088910.0
14034,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,wife,132088910.0
14035,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,bipolar,132088910.0
14036,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,disorder,132088910.0
14037,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,obsessive,132088910.0
14038,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,compulsive,132088910.0
14039,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,personality,132088910.0
14040,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,unhappy,132088910.0
14041,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,marriage,132088910.0
14042,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,widow,132088910.0
14043,Richard LaGravenese,Hunter Parrish,Scott Glenn,Imelda Staunton,gang,36581633.0
14044,Richard LaGravenese,Hunter Parrish,Scott Glenn,Imelda Staunton,violence,36581633.0
14045,Richard LaGravenese,Hunter Parrish,Scott Glenn,Imelda Staunton,high,36581633.0
14046,Richard LaGravenese,Hunter Parrish,Scott Glenn,Imelda Staunton,school,36581633.0
14047,Richard LaGravenese,Hunter Parrish,Scott Glenn,Imelda Staunton,journal,36581633.0
14048,Richard LaGravenese,Hunter Parrish,Scott Glenn,Imelda Staunton,marriage,36581633.0
14049,Richard LaGravenese,Hunter Parrish,Scott Glenn,Imelda Staunton,teacher,36581633.0
14050,Tyler Perry,Omari Hardwick,Loretta Devine,Kimberly Elise,african,37721949.0
14051,Tyler Perry,Omari Hardwick,Loretta Devine,Kimberly Elise,american,37721949.0
14052,Tyler Perry,Omari Hardwick,Loretta Devine,Kimberly Elise,protagonist,37721949.0
14053,Tyler Perry,Omari Hardwick,Loretta Devine,Kimberly Elise,female,37721949.0
14054,Tyler Perry,Omari Hardwick,Loretta Devine,Kimberly Elise,multi,37721949.0
14055,Tyler Perry,Omari Hardwick,Loretta Devine,Kimberly Elise,poem,37721949.0
14056,Tyler Perry,Omari Hardwick,Loretta Devine,Kimberly Elise,three,37721949.0
14057,Tyler Perry,Omari Hardwick,Loretta Devine,Kimberly Elise,word,37721949.0
14058,Tyler Perry,Omari Hardwick,Loretta Devine,Kimberly Elise,title,37721949.0
14059,Louis Leterrier,Jason Statham,Qi Shu,Matt Schulze,bar,25296447.0
14060,Louis Leterrier,Jason Statham,Qi Shu,Matt Schulze,gunfight,25296447.0
14061,Louis Leterrier,Jason Statham,Qi Shu,Matt Schulze,human,25296447.0
14062,Louis Leterrier,Jason Statham,Qi Shu,Matt Schulze,trafficking,25296447.0
14063,Louis Leterrier,Jason Statham,Qi Shu,Matt Schulze,mixed,25296447.0
14064,Louis Leterrier,Jason Statham,Qi Shu,Matt Schulze,martial,25296447.0
14065,Louis Leterrier,Jason Statham,Qi Shu,Matt Schulze,arts,25296447.0
14066,Louis Leterrier,Jason Statham,Qi Shu,Matt Schulze,tire,25296447.0
14067,Louis Leterrier,Jason Statham,Qi Shu,Matt Schulze,iron,25296447.0
14068,Jeff Wadlow,Djimon Hounsou,Neil Brown Jr.,Leslie Hope,club,24848292.0
14069,Jeff Wadlow,Djimon Hounsou,Neil Brown Jr.,Leslie Hope,fight,24848292.0
14070,Jeff Wadlow,Djimon Hounsou,Neil Brown Jr.,Leslie Hope,fighting,24848292.0
14071,Jeff Wadlow,Djimon Hounsou,Neil Brown Jr.,Leslie Hope,high,24848292.0
14072,Jeff Wadlow,Djimon Hounsou,Neil Brown Jr.,Leslie Hope,school,24848292.0
14073,Jeff Wadlow,Djimon Hounsou,Neil Brown Jr.,Leslie Hope,mixed,24848292.0
14074,Jeff Wadlow,Djimon Hounsou,Neil Brown Jr.,Leslie Hope,martial,24848292.0
14075,Jeff Wadlow,Djimon Hounsou,Neil Brown Jr.,Leslie Hope,arts,24848292.0
14076,Katt Shea,Jason London,Rachel Blanchard,Eddie Kaye Thomas,high,17757087.0
14077,Katt Shea,Jason London,Rachel Blanchard,Eddie Kaye Thomas,school,17757087.0
14078,Katt Shea,Jason London,Rachel Blanchard,Eddie Kaye Thomas,party,17757087.0
14079,Katt Shea,Jason London,Rachel Blanchard,Eddie Kaye Thomas,prom,17757087.0
14080,Katt Shea,Jason London,Rachel Blanchard,Eddie Kaye Thomas,suicide,17757087.0
14081,Katt Shea,Jason London,Rachel Blanchard,Eddie Kaye Thomas,teenage,17757087.0
14082,Katt Shea,Jason London,Rachel Blanchard,Eddie Kaye Thomas,girl,17757087.0
14083,Sam Mendes,Catherine O'Hara,Jim Gaffigan,Carmen Ejogo,baby,9430988.0
14084,Sam Mendes,Catherine O'Hara,Jim Gaffigan,Carmen Ejogo,children,9430988.0
14085,Sam Mendes,Catherine O'Hara,Jim Gaffigan,Carmen Ejogo,friend,9430988.0
14086,Sam Mendes,Catherine O'Hara,Jim Gaffigan,Carmen Ejogo,love,9430988.0
14087,Sam Mendes,Catherine O'Hara,Jim Gaffigan,Carmen Ejogo,road,9430988.0
14088,Sam Mendes,Catherine O'Hara,Jim Gaffigan,Carmen Ejogo,trip,9430988.0
14089,Joshua Michael Stern,Madeline Carroll,Judge Reinhold,Nathan Lane,ballot,16284360.0
14090,Joshua Michael Stern,Madeline Carroll,Judge Reinhold,Nathan Lane,election,16284360.0
14091,Joshua Michael Stern,Madeline Carroll,Judge Reinhold,Nathan Lane,new,16284360.0
14092,Joshua Michael Stern,Madeline Carroll,Judge Reinhold,Nathan Lane,mexico,16284360.0
14093,Joshua Michael Stern,Madeline Carroll,Judge Reinhold,Nathan Lane,vote,16284360.0
14094,Joshua Michael Stern,Madeline Carroll,Judge Reinhold,Nathan Lane,voting,16284360.0
14095,Brad Silberling,Jake Gyllenhaal,Holly Hunter,Bob Clendenin,1970s,6830957.0
14096,Brad Silberling,Jake Gyllenhaal,Holly Hunter,Bob Clendenin,death,6830957.0
14097,Brad Silberling,Jake Gyllenhaal,Holly Hunter,Bob Clendenin,district,6830957.0
14098,Brad Silberling,Jake Gyllenhaal,Holly Hunter,Bob Clendenin,attorney,6830957.0
14099,Brad Silberling,Jake Gyllenhaal,Holly Hunter,Bob Clendenin,fiancee,6830957.0
14100,Brad Silberling,Jake Gyllenhaal,Holly Hunter,Bob Clendenin,watching,6830957.0
14101,Brad Silberling,Jake Gyllenhaal,Holly Hunter,Bob Clendenin,television,6830957.0
14102,Tomas Alfredson,Benedict Cumberbatch,Colin Firth,Gary Oldman,cold,24104113.0
14103,Tomas Alfredson,Benedict Cumberbatch,Colin Firth,Gary Oldman,war,24104113.0
14104,Tomas Alfredson,Benedict Cumberbatch,Colin Firth,Gary Oldman,hungary,24104113.0
14105,Tomas Alfredson,Benedict Cumberbatch,Colin Firth,Gary Oldman,mole,24104113.0
14106,Tomas Alfredson,Benedict Cumberbatch,Colin Firth,Gary Oldman,spy,24104113.0
14107,Tomas Alfredson,Benedict Cumberbatch,Colin Firth,Gary Oldman,woman,24104113.0
14108,Tomas Alfredson,Benedict Cumberbatch,Colin Firth,Gary Oldman,top,24104113.0
14109,John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter,autism,15593.0
14110,John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter,experimental,15593.0
14111,John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter,surgery,15593.0
14112,John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter,female,15593.0
14113,John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter,nudity,15593.0
14114,John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter,forename,15593.0
14115,John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter,as,15593.0
14116,John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter,title,15593.0
14117,John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter,regression,15593.0
14118,Jodie Foster,Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart,beaver,958319.0
14119,Jodie Foster,Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart,puppet,958319.0
14120,Jodie Foster,Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart,depression,958319.0
14121,Jodie Foster,Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart,dysfunctional,958319.0
14122,Jodie Foster,Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart,family,958319.0
14123,Jodie Foster,Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart,puppet,958319.0
14124,Jodie Foster,Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart,speech,958319.0
14125,Colin Higgins,Dolly Parton,Barry Corbin,Dom DeLuise,chicken,69700000.0
14126,Colin Higgins,Dolly Parton,Barry Corbin,Dom DeLuise,governor,69700000.0
14127,Colin Higgins,Dolly Parton,Barry Corbin,Dom DeLuise,locker,69700000.0
14128,Colin Higgins,Dolly Parton,Barry Corbin,Dom DeLuise,room,69700000.0
14129,Colin Higgins,Dolly Parton,Barry Corbin,Dom DeLuise,sheriff,69700000.0
14130,Colin Higgins,Dolly Parton,Barry Corbin,Dom DeLuise,texas,69700000.0
14131,David Cronenberg,Jennifer Jason Leigh,Sarah Polley,Callum Rennie,assassin,2840417.0
14132,David Cronenberg,Jennifer Jason Leigh,Sarah Polley,Callum Rennie,game,2840417.0
14133,David Cronenberg,Jennifer Jason Leigh,Sarah Polley,Callum Rennie,designer,2840417.0
14134,David Cronenberg,Jennifer Jason Leigh,Sarah Polley,Callum Rennie,pod,2840417.0
14135,David Cronenberg,Jennifer Jason Leigh,Sarah Polley,Callum Rennie,virtual,2840417.0
14136,David Cronenberg,Jennifer Jason Leigh,Sarah Polley,Callum Rennie,reality,2840417.0
14137,Steven Spielberg,Harrison Ford,Karen Allen,William Hootkins,archeological,242374454.0
14138,Steven Spielberg,Harrison Ford,Karen Allen,William Hootkins,dig,242374454.0
14139,Steven Spielberg,Harrison Ford,Karen Allen,William Hootkins,archeologist,242374454.0
14140,Steven Spielberg,Harrison Ford,Karen Allen,William Hootkins,ark,242374454.0
14141,Steven Spielberg,Harrison Ford,Karen Allen,William Hootkins,the,242374454.0
14142,Steven Spielberg,Harrison Ford,Karen Allen,William Hootkins,covenant,242374454.0
14143,Steven Spielberg,Harrison Ford,Karen Allen,William Hootkins,egypt,242374454.0
14144,Steven Spielberg,Harrison Ford,Karen Allen,William Hootkins,nazi,242374454.0
14145,Chris Columbus,Macaulay Culkin,Kieran Culkin,Devin Ratray,airport,173585516.0
14146,Chris Columbus,Macaulay Culkin,Kieran Culkin,Devin Ratray,christmas,173585516.0
14147,Chris Columbus,Macaulay Culkin,Kieran Culkin,Devin Ratray,florida,173585516.0
14148,Chris Columbus,Macaulay Culkin,Kieran Culkin,Devin Ratray,new,173585516.0
14149,Chris Columbus,Macaulay Culkin,Kieran Culkin,Devin Ratray,york,173585516.0
14150,Chris Columbus,Macaulay Culkin,Kieran Culkin,Devin Ratray,city,173585516.0
14151,Chris Columbus,Macaulay Culkin,Kieran Culkin,Devin Ratray,toy,173585516.0
14152,Chris Columbus,Macaulay Culkin,Kieran Culkin,Devin Ratray,store,173585516.0
14153,Steven Spielberg,Bob Balaban,Teri Garr,Melinda Dillon,alien,128300000.0
14154,Steven Spielberg,Bob Balaban,Teri Garr,Melinda Dillon,close,128300000.0
14155,Steven Spielberg,Bob Balaban,Teri Garr,Melinda Dillon,encounter,128300000.0
14156,Steven Spielberg,Bob Balaban,Teri Garr,Melinda Dillon,the,128300000.0
14157,Steven Spielberg,Bob Balaban,Teri Garr,Melinda Dillon,third,128300000.0
14158,Steven Spielberg,Bob Balaban,Teri Garr,Melinda Dillon,kind,128300000.0
14159,Steven Spielberg,Bob Balaban,Teri Garr,Melinda Dillon,mothership,128300000.0
14160,Steven Spielberg,Bob Balaban,Teri Garr,Melinda Dillon,ufo,128300000.0
14161,Steven Spielberg,Bob Balaban,Teri Garr,Melinda Dillon,vision,128300000.0
14162,Jim Sonzero,Ian Somerhalder,Christina Milian,Rick Gonzalez,cell,20259297.0
14163,Jim Sonzero,Ian Somerhalder,Christina Milian,Rick Gonzalez,phone,20259297.0
14164,Jim Sonzero,Ian Somerhalder,Christina Milian,Rick Gonzalez,computer,20259297.0
14165,Jim Sonzero,Ian Somerhalder,Christina Milian,Rick Gonzalez,hacker,20259297.0
14166,Jim Sonzero,Ian Somerhalder,Christina Milian,Rick Gonzalez,e,20259297.0
14167,Jim Sonzero,Ian Somerhalder,Christina Milian,Rick Gonzalez,mail,20259297.0
14168,Jim Sonzero,Ian Somerhalder,Christina Milian,Rick Gonzalez,technology,20259297.0
14169,Tony Scott,Dean Stockwell,Judge Reinhold,Ronny Cox,detective,153665036.0
14170,Tony Scott,Dean Stockwell,Judge Reinhold,Ronny Cox,police,153665036.0
14171,Tony Scott,Dean Stockwell,Judge Reinhold,Ronny Cox,chief,153665036.0
14172,Tony Scott,Dean Stockwell,Judge Reinhold,Ronny Cox,robbery,153665036.0
14173,Tony Scott,Dean Stockwell,Judge Reinhold,Ronny Cox,tall,153665036.0
14174,Tony Scott,Dean Stockwell,Judge Reinhold,Ronny Cox,woman,153665036.0
14175,Adam Shankman,Angus T. Jones,Kimberly J. Brown,Steve Harris,divorce,132541238.0
14176,Adam Shankman,Angus T. Jones,Kimberly J. Brown,Steve Harris,lawyer,132541238.0
14177,Adam Shankman,Angus T. Jones,Kimberly J. Brown,Steve Harris,spanking,132541238.0
14178,Adam Shankman,Angus T. Jones,Kimberly J. Brown,Steve Harris,villain,132541238.0
14179,Adam Shankman,Angus T. Jones,Kimberly J. Brown,Steve Harris,arrested,132541238.0
14180,Adam Shankman,Angus T. Jones,Kimberly J. Brown,Steve Harris,wrongful,132541238.0
14181,Adam Shankman,Angus T. Jones,Kimberly J. Brown,Steve Harris,conviction,132541238.0
14182,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,case,130727000.0
14183,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,file,130727000.0
14184,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,fbi,130727000.0
14185,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,agent,130727000.0
14186,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,psycho,130727000.0
14187,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,thriller,130727000.0
14188,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,psychopath,130727000.0
14189,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,serial,130727000.0
14190,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,killer,130727000.0
14191,Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,basement,121697350.0
14192,Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,lead,121697350.0
14193,Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,actor's,121697350.0
14194,Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,first,121697350.0
14195,Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,film,121697350.0
14196,Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,long,121697350.0
14197,Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,hair,121697350.0
14198,Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,public,121697350.0
14199,Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,access,121697350.0
14200,Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,title,121697350.0
14201,Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,directed,121697350.0
14202,Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,female,121697350.0
14203,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,full,117224271.0
14204,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,frontal,117224271.0
14205,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,male,117224271.0
14206,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,nudity,117224271.0
14207,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,man,117224271.0
14208,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,wearing,117224271.0
14209,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,a,117224271.0
