,director_name,actor_1_name,actor_2_name,actor_3_name,genres,gross
4616,Kirk De Micco,Cheryl Hines,Kenan Thompson,Omid Abtahi,Family,30105968.0
4617,Kirk De Micco,Cheryl Hines,Kenan Thompson,Omid Abtahi,Sci-Fi,30105968.0
4618,Chris Rock,Bernie Mac,Dylan Baker,Tracy Morgan,Comedy,37788228.0
4619,Todd Phillips,Bradley Cooper,Rob Riggle,Mike Epps,Comedy,277313371.0
4620,Wilson Yip,Mike Tyson,Lynn Hung,Kwok-Kwan Chan,Action,2126511.0
4621,Wilson Yip,Mike Tyson,Lynn Hung,Kwok-Kwan Chan,Biography,2126511.0
4622,Wilson Yip,Mike Tyson,Lynn Hung,Kwok-Kwan Chan,Drama,2126511.0
4623,Wilson Yip,Mike Tyson,Lynn Hung,Kwok-Kwan Chan,History,2126511.0
4624,Jay Roach,Muse Watson,Verne Troyer,Robert Wagner,Action,205399422.0
4625,Jay Roach,Muse Watson,Verne Troyer,Robert Wagner,Adventure,205399422.0
4626,Jay Roach,Muse Watson,Verne Troyer,Robert Wagner,Comedy,205399422.0
4627,Jay Roach,Muse Watson,Verne Troyer,Robert Wagner,Crime,205399422.0
4628,Tim Burton,Michael Gough,Jack Palance,William Hootkins,Action,251188924.0
4629,Tim Burton,Michael Gough,Jack Palance,William Hootkins,Adventure,251188924.0
4630,Roland Joffé,Jordi Mollà,Dougray Scott,Lily Cole,Biography,1068392.0
4631,Roland Joffé,Jordi Mollà,Dougray Scott,Lily Cole,Drama,1068392.0
4632,Roland Joffé,Jordi Mollà,Dougray Scott,Lily Cole,War,1068392.0
4633,Richard Donner,Rene Russo,Nick Chinlund,Stuart Wilson,Action,144731527.0
4634,Richard Donner,Rene Russo,Nick Chinlund,Stuart Wilson,Crime,144731527.0
4635,Richard Donner,Rene Russo,Nick Chinlund,Stuart Wilson,Thriller,144731527.0
4636,John Lee Hancock,Catherine Dyer,Quinton Aaron,Kim Dickens,Biography,255950375.0
4637,John Lee Hancock,Catherine Dyer,Quinton Aaron,Kim Dickens,Drama,255950375.0
4638,John Lee Hancock,Catherine Dyer,Quinton Aaron,Kim Dickens,Sport,255950375.0
4639,Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara,Action,112692062.0
4640,Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara,Adventure,112692062.0
4641,Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara,Comedy,112692062.0
4642,Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara,Family,112692062.0
4643,Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara,Sci-Fi,112692062.0
4644,Seth Gordon,Kevin Spacey,Lindsay Sloane,Reginald Ballard,Comedy,117528646.0
4645,Seth Gordon,Kevin Spacey,Lindsay Sloane,Reginald Ballard,Crime,117528646.0
4646,Ethan Coen,Matt Damon,Jeff Bridges,Bruce Green,Adventure,171031347.0
4647,Ethan Coen,Matt Damon,Jeff Bridges,Bruce Green,Drama,171031347.0
4648,Ethan Coen,Matt Damon,Jeff Bridges,Bruce Green,Western,171031347.0
4649,David Frankel,Meryl Streep,Anne Hathaway,Rebecca Mader,Comedy,124732962.0
4650,David Frankel,Meryl Streep,Anne Hathaway,Rebecca Mader,Drama,124732962.0
4651,David Frankel,Meryl Streep,Anne Hathaway,Rebecca Mader,Romance,124732962.0
4652,Robert Wise,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Adventure,82300000.0
4653,Robert Wise,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Mystery,82300000.0
4654,Robert Wise,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Sci-Fi,82300000.0
4655,Seth Gordon,Jon Favreau,Eric Stonestreet,T.I.,Comedy,134455175.0
4656,Seth Gordon,Jon Favreau,Eric Stonestreet,T.I.,Crime,134455175.0
4657,Martin Scorsese,Robert De Niro,Robert Mitchum,Joe Don Baker,Crime,79100000.0
4658,Martin Scorsese,Robert De Niro,Robert Mitchum,Joe Don Baker,Thriller,79100000.0
4659,Robert Luketic,Kevin Spacey,Jim Sturgess,Josh Gad,Crime,81159365.0
4660,Robert Luketic,Kevin Spacey,Jim Sturgess,Josh Gad,Drama,81159365.0
4661,Robert Luketic,Kevin Spacey,Jim Sturgess,Josh Gad,Thriller,81159365.0
4662,Judd Apatow,Amy Schumer,Randall Park,Josh Segarra,Comedy,110008260.0
4663,Judd Apatow,Amy Schumer,Randall Park,Josh Segarra,Romance,110008260.0
4664,Kevin Rodney Sullivan,Bernie Mac,Nicole Sullivan,Sherri Shepherd,Comedy,67962333.0
4665,Kevin Rodney Sullivan,Bernie Mac,Nicole Sullivan,Sherri Shepherd,Romance,67962333.0
4666,Anthony Minghella,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow,Drama,78651430.0
4667,Anthony Minghella,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow,Romance,78651430.0
4668,Anthony Minghella,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow,War,78651430.0
4669,Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle,Crime,64604977.0
4670,Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle,Drama,64604977.0
4671,Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle,Mystery,64604977.0
4672,Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle,Thriller,64604977.0
4673,Mike Mitchell,Michael Angarano,Kelly Preston,Nicholas Braun,Adventure,63939454.0
4674,Mike Mitchell,Michael Angarano,Kelly Preston,Nicholas Braun,Comedy,63939454.0
4675,Mike Mitchell,Michael Angarano,Kelly Preston,Nicholas Braun,Family,63939454.0
4676,Mike Mitchell,Michael Angarano,Kelly Preston,Nicholas Braun,Sci-Fi,63939454.0
4677,Frank Oz,Tom Selleck,Wilford Brimley,Lauren Ambrose,Comedy,63826569.0
4678,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,Action,60054449.0
4679,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,Horror,60054449.0
4680,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,Sci-Fi,60054449.0
4681,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,Thriller,60054449.0
4682,Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss,Horror,26505000.0
4683,Tarsem Singh,Dylan Baker,Jake Weber,James Gammon,Horror,61280963.0
4684,Tarsem Singh,Dylan Baker,Jake Weber,James Gammon,Sci-Fi,61280963.0
4685,Tarsem Singh,Dylan Baker,Jake Weber,James Gammon,Thriller,61280963.0
4686,Randall Wallace,Leonardo DiCaprio,Anne Parillaud,Judith Godrèche,Action,56876365.0
4687,Randall Wallace,Leonardo DiCaprio,Anne Parillaud,Judith Godrèche,Adventure,56876365.0
4688,Randall Wallace,Scott Glenn,Kevin Connolly,Dylan Walsh,Biography,59699513.0
4689,Randall Wallace,Scott Glenn,Kevin Connolly,Dylan Walsh,Drama,59699513.0
4690,Randall Wallace,Scott Glenn,Kevin Connolly,Dylan Walsh,Family,59699513.0
4691,Randall Wallace,Scott Glenn,Kevin Connolly,Dylan Walsh,History,59699513.0
4692,Randall Wallace,Scott Glenn,Kevin Connolly,Dylan Walsh,Sport,59699513.0
4693,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,Action,54132596.0
4694,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,Adventure,54132596.0
4695,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,Animation,54132596.0
4696,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,Comedy,54132596.0
4697,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,Family,54132596.0
4698,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,Fantasy,54132596.0
4699,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,Sci-Fi,54132596.0
4700,Michael Tollin,Alfre Woodard,Riley Smith,Debra Winger,Biography,52277485.0
4701,Michael Tollin,Alfre Woodard,Riley Smith,Debra Winger,Drama,52277485.0
4702,Michael Tollin,Alfre Woodard,Riley Smith,Debra Winger,Sport,52277485.0
4703,Will Gluck,Mila Kunis,Justin Timberlake,Masi Oka,Comedy,55802754.0
4704,Will Gluck,Mila Kunis,Justin Timberlake,Masi Oka,Romance,55802754.0
4705,Nicholas Stoller,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons,Comedy,55291815.0
4706,John Lee Hancock,Tom Hanks,Ruth Wilson,B.J. Novak,Biography,83299761.0
4707,John Lee Hancock,Tom Hanks,Ruth Wilson,B.J. Novak,Comedy,83299761.0
4708,John Lee Hancock,Tom Hanks,Ruth Wilson,B.J. Novak,Drama,83299761.0
4709,John Lee Hancock,Tom Hanks,Ruth Wilson,B.J. Novak,History,83299761.0
4710,John Lee Hancock,Tom Hanks,Ruth Wilson,B.J. Novak,Music,83299761.0
4711,Spike Lee,Denzel Washington,Delroy Lindo,Al Freeman Jr.,Biography,48169908.0
4712,Spike Lee,Denzel Washington,Delroy Lindo,Al Freeman Jr.,Drama,48169908.0
4713,Spike Lee,Denzel Washington,Delroy Lindo,Al Freeman Jr.,History,48169908.0
4714,Spike Lee,Denzel Washington,Delroy Lindo,Al Freeman Jr.,Romance,48169908.0
4715,Judd Apatow,Charlyne Yi,Maude Apatow,Mackenzie Aladjem,Comedy,67523385.0
4716,Walt Becker,Robin Williams,Bernie Mac,Ann-Margret,Comedy,49474048.0
4717,Walt Becker,Robin Williams,Bernie Mac,Ann-Margret,Family,49474048.0
4718,Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh,Action,45802315.0
4719,Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh,Adventure,45802315.0
4720,Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh,Fantasy,45802315.0
4721,Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh,Sci-Fi,45802315.0
4722,Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh,Thriller,45802315.0
4723,Ken Kwapis,Robin Williams,Christine Taylor,Mindy Kaling,Comedy,43792641.0
4724,Ken Kwapis,Robin Williams,Christine Taylor,Mindy Kaling,Romance,43792641.0
4725,Dennis Dugan,Jon Lovitz,Jon Heder,Tim Meadows,Comedy,57651794.0
4726,Dennis Dugan,Jon Lovitz,Jon Heder,Tim Meadows,Romance,57651794.0
4727,Dennis Dugan,Jon Lovitz,Jon Heder,Tim Meadows,Sport,57651794.0
4728,Gary David Goldberg,Stockard Channing,Victor Webster,Elizabeth Perkins,Comedy,43894863.0
4729,Gary David Goldberg,Stockard Channing,Victor Webster,Elizabeth Perkins,Romance,43894863.0
4730,Mike Newell,Johnny Depp,Al Pacino,Anne Heche,Biography,41954997.0
4731,Mike Newell,Johnny Depp,Al Pacino,Anne Heche,Crime,41954997.0
4732,Mike Newell,Johnny Depp,Al Pacino,Anne Heche,Drama,41954997.0
4733,Paul W.S. Anderson,Milla Jovovich,Jaymes Butler,Colin Salmon,Action,39532308.0
4734,Paul W.S. Anderson,Milla Jovovich,Jaymes Butler,Colin Salmon,Horror,39532308.0
4735,Paul W.S. Anderson,Milla Jovovich,Jaymes Butler,Colin Salmon,Sci-Fi,39532308.0
4736,Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,Fantasy,76600000.0
4737,Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,Horror,76600000.0
4738,Ethan Coen,J.K. Simmons,Tom Hanks,Stephen Root,Comedy,39692139.0
4739,Ethan Coen,J.K. Simmons,Tom Hanks,Stephen Root,Crime,39692139.0
4740,Ethan Coen,J.K. Simmons,Tom Hanks,Stephen Root,Thriller,39692139.0
4741,John Moore,Mila Kunis,Beau Bridges,Jamie Hector,Action,40687294.0
4742,John Moore,Mila Kunis,Beau Bridges,Jamie Hector,Crime,40687294.0
4743,John Moore,Mila Kunis,Beau Bridges,Jamie Hector,Drama,40687294.0
4744,John Moore,Mila Kunis,Beau Bridges,Jamie Hector,Mystery,40687294.0
4745,John Moore,Mila Kunis,Beau Bridges,Jamie Hector,Thriller,40687294.0
4746,Andrew Niccol,Matt Bomer,Olivia Wilde,Justin Timberlake,Action,37553932.0
4747,Andrew Niccol,Matt Bomer,Olivia Wilde,Justin Timberlake,Sci-Fi,37553932.0
4748,Andrew Niccol,Matt Bomer,Olivia Wilde,Justin Timberlake,Thriller,37553932.0
4749,Alan Poul,Danneel Ackles,Noureen DeWulf,Tom Bosley,Comedy,37481242.0
4750,Alan Poul,Danneel Ackles,Noureen DeWulf,Tom Bosley,Romance,37481242.0
4751,Luke Greenfield,Ashley Williams,Steve Howey,Kirsten Day,Comedy,39026186.0
4752,Luke Greenfield,Ashley Williams,Steve Howey,Kirsten Day,Drama,39026186.0
4753,Luke Greenfield,Ashley Williams,Steve Howey,Kirsten Day,Romance,39026186.0
4754,Gil Junger,Tom Wilkinson,Marsha Thomason,Vincent Regan,Adventure,33422806.0
4755,Gil Junger,Tom Wilkinson,Marsha Thomason,Vincent Regan,Comedy,33422806.0
4756,Gil Junger,Tom Wilkinson,Marsha Thomason,Vincent Regan,Fantasy,33422806.0
4757,Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue,Action,33423521.0
4758,Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue,Adventure,33423521.0
4759,Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue,Comedy,33423521.0
4760,Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue,Thriller,33423521.0
4761,Roman Polanski,Emilia Fox,Frank Finlay,Ed Stoppard,Biography,32519322.0
4762,Roman Polanski,Emilia Fox,Frank Finlay,Ed Stoppard,Drama,32519322.0
4763,Roman Polanski,Emilia Fox,Frank Finlay,Ed Stoppard,War,32519322.0
4764,Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,Horror,31598308.0
4765,Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,Mystery,31598308.0
4766,Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,Thriller,31598308.0
4767,Catherine Hardwicke,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,Drama,37617947.0
4768,Catherine Hardwicke,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,Family,37617947.0
4769,Catherine Hardwicke,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,Fantasy,37617947.0
4770,Jaume Collet-Serra,Robert Ri'chard,Paris Hilton,Brian Van Holt,Horror,32048809.0
4771,Mike Nichols,Natalie Portman,Julia Roberts,Colin Stinton,Drama,33987757.0
4772,Mike Nichols,Natalie Portman,Julia Roberts,Colin Stinton,Romance,33987757.0
4773,Clint Eastwood,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,Biography,37304950.0
4774,Clint Eastwood,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,Crime,37304950.0
4775,Clint Eastwood,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,Drama,37304950.0
4776,Alexandre Aja,Jason Flemyng,Cameron Boyce,Julian Glover,Horror,30691439.0
4777,Alexandre Aja,Jason Flemyng,Cameron Boyce,Julian Glover,Mystery,30691439.0
4778,Michael Rymer,Aaliyah,Lena Olin,Bruce Spence,Drama,30307804.0
4779,Michael Rymer,Aaliyah,Lena Olin,Bruce Spence,Fantasy,30307804.0
4780,Michael Rymer,Aaliyah,Lena Olin,Bruce Spence,Horror,30307804.0
4781,Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall,Action,30669413.0
4782,Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall,Horror,30669413.0
4783,Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall,Sci-Fi,30669413.0
4784,Gregory Hoblit,Billy Burke,Jesse Tyler Ferguson,Joseph Cross,Crime,28687835.0
4785,Gregory Hoblit,Billy Burke,Jesse Tyler Ferguson,Joseph Cross,Drama,28687835.0
4786,Gregory Hoblit,Billy Burke,Jesse Tyler Ferguson,Joseph Cross,Thriller,28687835.0
4787,Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith,Comedy,26494611.0
4788,Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith,Drama,26494611.0
4789,Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith,Romance,26494611.0
4790,Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith,Sci-Fi,26494611.0
4791,Kevin Smith,Stephen Root,Mike Starr,George Carlin,Comedy,25266129.0
4792,Kevin Smith,Stephen Root,Mike Starr,George Carlin,Drama,25266129.0
4793,Kevin Smith,Stephen Root,Mike Starr,George Carlin,Romance,25266129.0
4794,Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo,Action,25863915.0
4795,Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo,Crime,25863915.0
4796,Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo,Mystery,25863915.0
4797,Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo,Thriller,25863915.0
4798,Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy,Crime,25078937.0
4799,Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy,Drama,25078937.0
4800,Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy,Mystery,25078937.0
4801,Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy,Thriller,25078937.0
4802,Susanna White,Daniel Mays,Bill Bailey,Eros Vlahos,Comedy,28995450.0
4803,Susanna White,Daniel Mays,Bill Bailey,Eros Vlahos,Family,28995450.0
4804,Susanna White,Daniel Mays,Bill Bailey,Eros Vlahos,Fantasy,28995450.0
4805,Danny DeVito,Frank Whaley,J.T. Walsh,Paul Guilfoyle,Biography,24276500.0
4806,Danny DeVito,Frank Whaley,J.T. Walsh,Paul Guilfoyle,Crime,24276500.0
4807,Danny DeVito,Frank Whaley,J.T. Walsh,Paul Guilfoyle,Drama,24276500.0
4808,Chris Carter,Mitch Pileggi,Callum Rennie,Nicki Aycox,Drama,20981633.0
4809,Chris Carter,Mitch Pileggi,Callum Rennie,Nicki Aycox,Mystery,20981633.0
4810,Chris Carter,Mitch Pileggi,Callum Rennie,Nicki Aycox,Sci-Fi,20981633.0
4811,Chris Carter,Mitch Pileggi,Callum Rennie,Nicki Aycox,Thriller,20981633.0
4812,Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley,Comedy,22913677.0
4813,Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley,Family,22913677.0
4814,Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley,Fantasy,22913677.0
4815,Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley,Romance,22913677.0
4816,Peter Landesman,Will Smith,Eddie Marsan,Albert Brooks,Biography,34531832.0
4817,Peter Landesman,Will Smith,Eddie Marsan,Albert Brooks,Drama,34531832.0
4818,Peter Landesman,Will Smith,Eddie Marsan,Albert Brooks,Sport,34531832.0
4819,John Singleton,Ken Arnold,Benjamin J. Cain Jr.,Richard Cetrone,Action,28064226.0
4820,John Singleton,Ken Arnold,Benjamin J. Cain Jr.,Richard Cetrone,Mystery,28064226.0
4821,John Singleton,Ken Arnold,Benjamin J. Cain Jr.,Richard Cetrone,Thriller,28064226.0
4822,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,Adventure,19447478.0
4823,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,Animation,19447478.0
4824,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,Comedy,19447478.0
4825,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,Family,19447478.0
4826,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,War,19447478.0
4827,Curtis Hanson,Robert Downey Jr.,Rip Torn,Richard Thomas,Comedy,19389454.0
4828,Curtis Hanson,Robert Downey Jr.,Rip Torn,Richard Thomas,Drama,19389454.0
4829,Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross,Action,25871834.0
4830,Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross,Comedy,25871834.0
4831,Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross,Sci-Fi,25871834.0
4832,Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross,Thriller,25871834.0
4833,Allen Hughes,Alona Tal,James Ransone,Michael Beach,Crime,19692608.0
4834,Allen Hughes,Alona Tal,James Ransone,Michael Beach,Drama,19692608.0
4835,Allen Hughes,Alona Tal,James Ransone,Michael Beach,Thriller,19692608.0
4836,Wes Craven,Shannon Elizabeth,Portia de Rossi,Derek Mears,Comedy,19294901.0
4837,Wes Craven,Shannon Elizabeth,Portia de Rossi,Derek Mears,Horror,19294901.0
4838,David Koepp,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,Action,20275446.0
4839,David Koepp,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,Crime,20275446.0
4840,David Koepp,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,Thriller,20275446.0
4841,Anne Fletcher,Jim Gaffigan,Richard T. Jones,Michael Mosley,Action,34507079.0
4842,Anne Fletcher,Jim Gaffigan,Richard T. Jones,Michael Mosley,Comedy,34507079.0
4843,Anne Fletcher,Jim Gaffigan,Richard T. Jones,Michael Mosley,Crime,34507079.0
4844,Shekhar Kapur,Djimon Hounsou,Lucy Gordon,Alex Jennings,Adventure,18306166.0
4845,Shekhar Kapur,Djimon Hounsou,Lucy Gordon,Alex Jennings,Drama,18306166.0
4846,Shekhar Kapur,Djimon Hounsou,Lucy Gordon,Alex Jennings,Romance,18306166.0
4847,Shekhar Kapur,Djimon Hounsou,Lucy Gordon,Alex Jennings,War,18306166.0
4848,Taylor Hackford,Jason Statham,Clifton Collins Jr.,Wendell Pierce,Action,17609982.0
4849,Taylor Hackford,Jason Statham,Clifton Collins Jr.,Wendell Pierce,Crime,17609982.0
4850,Taylor Hackford,Jason Statham,Clifton Collins Jr.,Wendell Pierce,Romance,17609982.0
4851,Taylor Hackford,Jason Statham,Clifton Collins Jr.,Wendell Pierce,Thriller,17609982.0
4852,Richard Loncraine,Kirsten Dunst,Jon Favreau,Austin Nichols,Comedy,16831505.0
4853,Richard Loncraine,Kirsten Dunst,Jon Favreau,Austin Nichols,Romance,16831505.0
4854,Richard Loncraine,Kirsten Dunst,Jon Favreau,Austin Nichols,Sport,16831505.0
4855,Roger Kumble,Brendan Fraser,Brooke Shields,Matt Prokop,Comedy,17596256.0
4856,Roger Kumble,Brendan Fraser,Brooke Shields,Matt Prokop,Family,17596256.0
4857,Robert Redford,Meryl Streep,Tom Cruise,Andrew Garfield,Drama,14998070.0
4858,Robert Redford,Meryl Streep,Tom Cruise,Andrew Garfield,Thriller,14998070.0
4859,Robert Redford,Meryl Streep,Tom Cruise,Andrew Garfield,War,14998070.0
4860,John Milius,Rosanna Arquette,Dann Florek,Christopher Rich,Action,14587732.0
4861,John Milius,Rosanna Arquette,Dann Florek,Christopher Rich,Drama,14587732.0
4862,John Milius,Rosanna Arquette,Dann Florek,Christopher Rich,Thriller,14587732.0
4863,John Milius,Rosanna Arquette,Dann Florek,Christopher Rich,War,14587732.0
4864,Jake Kasdan,Tim Meadows,Nat Faxon,Matt Price,Comedy,18317151.0
4865,Jake Kasdan,Tim Meadows,Nat Faxon,Matt Price,Music,18317151.0
4866,Lasse Hallström,Kevin Spacey,Scott Glenn,Jason Behr,Drama,11405825.0
4867,Les Mayfield,Gregory Smith,Ronny Cox,Harris Yulin,Action,13264986.0
4868,Les Mayfield,Gregory Smith,Ronny Cox,Harris Yulin,Western,13264986.0
4869,Jean-Marc Vallée,Michiel Huisman,Jim Broadbent,Thomas Kretschmann,Biography,10991381.0
4870,Jean-Marc Vallée,Michiel Huisman,Jim Broadbent,Thomas Kretschmann,Drama,10991381.0
4871,Jean-Marc Vallée,Michiel Huisman,Jim Broadbent,Thomas Kretschmann,History,10991381.0
4872,Jean-Marc Vallée,Michiel Huisman,Jim Broadbent,Thomas Kretschmann,Romance,10991381.0
4873,Dominic Sena,Tom Skerritt,Bashar Rahal,Shawn Doyle,Action,10268846.0
4874,Dominic Sena,Tom Skerritt,Bashar Rahal,Shawn Doyle,Crime,10268846.0
4875,Dominic Sena,Tom Skerritt,Bashar Rahal,Shawn Doyle,Mystery,10268846.0
4876,Dominic Sena,Tom Skerritt,Bashar Rahal,Shawn Doyle,Thriller,10268846.0
4877,Terrence Malick,Brad Pitt,Tye Sheridan,Fiona Shaw,Drama,13303319.0
4878,Terrence Malick,Brad Pitt,Tye Sheridan,Fiona Shaw,Fantasy,13303319.0
4879,Hark Tsui,Paul Sorvino,Lela Rochon,Ray Nicholas,Action,10076136.0
4880,Hark Tsui,Paul Sorvino,Lela Rochon,Ray Nicholas,Comedy,10076136.0
4881,Hark Tsui,Paul Sorvino,Lela Rochon,Ray Nicholas,Thriller,10076136.0
4882,David Ayer,Mireille Enos,Martin Donovan,Maurice Compte,Action,10499968.0
4883,David Ayer,Mireille Enos,Martin Donovan,Maurice Compte,Crime,10499968.0
4884,David Ayer,Mireille Enos,Martin Donovan,Maurice Compte,Drama,10499968.0
4885,David Ayer,Mireille Enos,Martin Donovan,Maurice Compte,Thriller,10499968.0
4886,Brian Helgeland,Heath Ledger,Mark Addy,Benno Fürmann,Action,7659747.0
4887,Brian Helgeland,Heath Ledger,Mark Addy,Benno Fürmann,Mystery,7659747.0
4888,Brian Helgeland,Heath Ledger,Mark Addy,Benno Fürmann,Thriller,7659747.0
4889,Lexi Alexander,Julie Benz,Wayne Knight,Colin Salmon,Action,7948159.0
4890,Lexi Alexander,Julie Benz,Wayne Knight,Colin Salmon,Crime,7948159.0
4891,Lexi Alexander,Julie Benz,Wayne Knight,Colin Salmon,Drama,7948159.0
4892,Lexi Alexander,Julie Benz,Wayne Knight,Colin Salmon,Thriller,7948159.0
4893,Peter Hewitt,Kevin Zegers,Rip Torn,Thomas F. Wilson,Action,11631245.0
4894,Peter Hewitt,Kevin Zegers,Rip Torn,Thomas F. Wilson,Adventure,11631245.0
4895,Peter Hewitt,Kevin Zegers,Rip Torn,Thomas F. Wilson,Family,11631245.0
4896,Peter Hewitt,Kevin Zegers,Rip Torn,Thomas F. Wilson,Sci-Fi,11631245.0
4897,Robert Zemeckis,Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin,Adventure,10137502.0
4898,Robert Zemeckis,Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin,Biography,10137502.0
4899,Robert Zemeckis,Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin,Drama,10137502.0
4900,Robert Zemeckis,Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin,Thriller,10137502.0
4901,Ronny Yu,Marley Shelton,Lee Arenberg,Angus Macfadyen,Action,6448817.0
4902,Ronny Yu,Marley Shelton,Lee Arenberg,Angus Macfadyen,Adventure,6448817.0
4903,Ronny Yu,Marley Shelton,Lee Arenberg,Angus Macfadyen,Fantasy,6448817.0
4904,Ridley Scott,Archie Panjabi,Albert Finney,Richard Coyle,Comedy,7458269.0
4905,Ridley Scott,Archie Panjabi,Albert Finney,Richard Coyle,Drama,7458269.0
4906,Ridley Scott,Archie Panjabi,Albert Finney,Richard Coyle,Romance,7458269.0
4907,Richard Donner,Adam Baldwin,Thomas Ian Nicholas,John Heard,Drama,4651977.0
